G_l_256_n_50_0_0.03_71.phy,G_l_256_n_50_0_0.03_71.tre,0.371020
G_l_256_n_50_0_0.03_73.phy,G_l_256_n_50_0_0.03_73.tre,0.372239
G_l_256_n_50_0_0.03_75.phy,G_l_256_n_50_0_0.03_75.tre,0.370091
G_l_256_n_50_0_0.03_82.phy,G_l_256_n_50_0_0.03_82.tre,0.368805
G_l_256_n_50_0_0.03_89.phy,G_l_256_n_50_0_0.03_89.tre,0.368778
G_l_256_n_50_0_0.03_96.phy,G_l_256_n_50_0_0.03_96.tre,0.473798
G_l_256_n_50_0_0.04_1.phy,G_l_256_n_50_0_0.04_1.tre,0.367546
G_l_256_n_50_0_0.04_105.phy,G_l_256_n_50_0_0.04_105.tre,0.371378
G_l_256_n_50_0_0.04_107.phy,G_l_256_n_50_0_0.04_107.tre,0.370051
G_l_256_n_50_0_0.04_108.phy,G_l_256_n_50_0_0.04_108.tre,0.371592
G_l_256_n_50_0_0.04_115.phy,G_l_256_n_50_0_0.04_115.tre,0.372269
G_l_256_n_50_0_0.04_116.phy,G_l_256_n_50_0_0.04_116.tre,0.371087
G_l_256_n_50_0_0.04_118.phy,G_l_256_n_50_0_0.04_118.tre,0.369452
G_l_256_n_50_0_0.04_124.phy,G_l_256_n_50_0_0.04_124.tre,0.369178
G_l_256_n_50_0_0.04_126.phy,G_l_256_n_50_0_0.04_126.tre,0.482116
G_l_256_n_50_0_0.04_15.phy,G_l_256_n_50_0_0.04_15.tre,0.367547
G_l_256_n_50_0_0.04_34.phy,G_l_256_n_50_0_0.04_34.tre,0.365497
G_l_256_n_50_0_0.04_37.phy,G_l_256_n_50_0_0.04_37.tre,0.367183
G_l_256_n_50_0_0.04_39.phy,G_l_256_n_50_0_0.04_39.tre,0.366660
G_l_256_n_50_0_0.04_4.phy,G_l_256_n_50_0_0.04_4.tre,0.364968
G_l_256_n_50_0_0.04_41.phy,G_l_256_n_50_0_0.04_41.tre,0.364123
G_l_256_n_50_0_0.04_43.phy,G_l_256_n_50_0_0.04_43.tre,0.363671
G_l_256_n_50_0_0.04_49.phy,G_l_256_n_50_0_0.04_49.tre,0.373259
G_l_256_n_50_0_0.04_53.phy,G_l_256_n_50_0_0.04_53.tre,0.368022
G_l_256_n_50_0_0.04_55.phy,G_l_256_n_50_0_0.04_55.tre,0.369236
G_l_256_n_50_0_0.04_6.phy,G_l_256_n_50_0_0.04_6.tre,0.498766
G_l_256_n_50_0_0.04_64.phy,G_l_256_n_50_0_0.04_64.tre,0.370089
G_l_256_n_50_0_0.04_65.phy,G_l_256_n_50_0_0.04_65.tre,0.365899
G_l_256_n_50_0_0.04_67.phy,G_l_256_n_50_0_0.04_67.tre,0.367208
G_l_256_n_50_0_0.04_70.phy,G_l_256_n_50_0_0.04_70.tre,0.369541
G_l_256_n_50_0_0.04_72.phy,G_l_256_n_50_0_0.04_72.tre,0.371789
G_l_256_n_50_0_0.04_74.phy,G_l_256_n_50_0_0.04_74.tre,0.369724
G_l_256_n_50_0_0.04_8.phy,G_l_256_n_50_0_0.04_8.tre,0.367519
G_l_256_n_50_0_0.04_80.phy,G_l_256_n_50_0_0.04_80.tre,0.371505
G_l_256_n_50_0_0.04_86.phy,G_l_256_n_50_0_0.04_86.tre,0.504515
G_l_256_n_50_0_0.04_99.phy,G_l_256_n_50_0_0.04_99.tre,0.366922
G_l_256_n_50_0_0_10.phy,G_l_256_n_50_0_0_10.tre,0.368181
G_l_256_n_50_0_0_119.phy,G_l_256_n_50_0_0_119.tre,0.372640
G_l_256_n_50_0_0_18.phy,G_l_256_n_50_0_0_18.tre,0.366650
G_l_256_n_50_0_0_19.phy,G_l_256_n_50_0_0_19.tre,0.365002
G_l_256_n_50_0_0_28.phy,G_l_256_n_50_0_0_28.tre,0.363293
G_l_256_n_50_0_0_29.phy,G_l_256_n_50_0_0_29.tre,0.365470
G_l_256_n_50_0_0_30.phy,G_l_256_n_50_0_0_30.tre,0.366920
G_l_256_n_50_0_0_33.phy,G_l_256_n_50_0_0_33.tre,0.366136
G_l_256_n_50_0_0_46.phy,G_l_256_n_50_0_0_46.tre,0.364975
G_l_256_n_50_0_0_48.phy,G_l_256_n_50_0_0_48.tre,0.525482
G_l_256_n_50_0_0_56.phy,G_l_256_n_50_0_0_56.tre,0.369297
G_l_256_n_50_0_0_58.phy,G_l_256_n_50_0_0_58.tre,0.369228
G_l_256_n_50_0_0_59.phy,G_l_256_n_50_0_0_59.tre,0.372531
G_l_256_n_50_0_0_79.phy,G_l_256_n_50_0_0_79.tre,0.378055
G_l_256_n_50_0_0_87.phy,G_l_256_n_50_0_0_87.tre,0.388563
G_l_256_n_50_0_0_88.phy,G_l_256_n_50_0_0_88.tre,0.377350
G_l_256_n_50_0_0_92.phy,G_l_256_n_50_0_0_92.tre,0.389470
G_l_256_n_50_0_0_98.phy,G_l_256_n_50_0_0_98.tre,0.379859
instance,tree_file,inference_time_seconds
G_l_512_n_50_0_0.01_10.phy,G_l_512_n_50_0_0.01_10.tre,1.657231
G_l_512_n_50_0_0.01_102.phy,G_l_512_n_50_0_0.01_102.tre,0.452121
G_l_512_n_50_0_0.01_103.phy,G_l_512_n_50_0_0.01_103.tre,0.598361
G_l_512_n_50_0_0.01_105.phy,G_l_512_n_50_0_0.01_105.tre,0.450090
G_l_512_n_50_0_0.01_109.phy,G_l_512_n_50_0_0.01_109.tre,0.445062
G_l_512_n_50_0_0.01_110.phy,G_l_512_n_50_0_0.01_110.tre,0.447908
G_l_512_n_50_0_0.01_112.phy,G_l_512_n_50_0_0.01_112.tre,0.450933
G_l_512_n_50_0_0.01_113.phy,G_l_512_n_50_0_0.01_113.tre,0.449772
G_l_512_n_50_0_0.01_120.phy,G_l_512_n_50_0_0.01_120.tre,0.457965
G_l_512_n_50_0_0.01_19.phy,G_l_512_n_50_0_0.01_19.tre,0.451297
G_l_512_n_50_0_0.01_24.phy,G_l_512_n_50_0_0.01_24.tre,0.453173
G_l_512_n_50_0_0.01_27.phy,G_l_512_n_50_0_0.01_27.tre,0.634817
G_l_512_n_50_0_0.01_29.phy,G_l_512_n_50_0_0.01_29.tre,0.451613
G_l_512_n_50_0_0.01_38.phy,G_l_512_n_50_0_0.01_38.tre,0.454813
G_l_512_n_50_0_0.01_42.phy,G_l_512_n_50_0_0.01_42.tre,0.453046
G_l_512_n_50_0_0.01_48.phy,G_l_512_n_50_0_0.01_48.tre,0.448486
G_l_512_n_50_0_0.01_50.phy,G_l_512_n_50_0_0.01_50.tre,0.458472
G_l_512_n_50_0_0.01_60.phy,G_l_512_n_50_0_0.01_60.tre,0.453034
G_l_512_n_50_0_0.01_63.phy,G_l_512_n_50_0_0.01_63.tre,0.454589
G_l_512_n_50_0_0.01_66.phy,G_l_512_n_50_0_0.01_66.tre,0.448433
G_l_512_n_50_0_0.01_74.phy,G_l_512_n_50_0_0.01_74.tre,0.440368
G_l_512_n_50_0_0.01_76.phy,G_l_512_n_50_0_0.01_76.tre,0.446649
G_l_512_n_50_0_0.01_78.phy,G_l_512_n_50_0_0.01_78.tre,0.599591
G_l_512_n_50_0_0.01_82.phy,G_l_512_n_50_0_0.01_82.tre,0.464035
G_l_512_n_50_0_0.01_84.phy,G_l_512_n_50_0_0.01_84.tre,0.451991
G_l_512_n_50_0_0.01_86.phy,G_l_512_n_50_0_0.01_86.tre,0.458569
G_l_512_n_50_0_0.01_90.phy,G_l_512_n_50_0_0.01_90.tre,0.455244
G_l_512_n_50_0_0.01_92.phy,G_l_512_n_50_0_0.01_92.tre,0.458418
G_l_512_n_50_0_0.01_94.phy,G_l_512_n_50_0_0.01_94.tre,0.453892
G_l_512_n_50_0_0.01_96.phy,G_l_512_n_50_0_0.01_96.tre,0.453217
G_l_512_n_50_0_0.02_114.phy,G_l_512_n_50_0_0.02_114.tre,0.451498
G_l_512_n_50_0_0.02_116.phy,G_l_512_n_50_0_0.02_116.tre,0.619952
G_l_512_n_50_0_0.02_118.phy,G_l_512_n_50_0_0.02_118.tre,0.452296
G_l_512_n_50_0_0.02_123.phy,G_l_512_n_50_0_0.02_123.tre,0.451765
G_l_512_n_50_0_0.02_124.phy,G_l_512_n_50_0_0.02_124.tre,0.450915
G_l_512_n_50_0_0.02_125.phy,G_l_512_n_50_0_0.02_125.tre,0.446297
G_l_512_n_50_0_0.02_18.phy,G_l_512_n_50_0_0.02_18.tre,0.448548
G_l_512_n_50_0_0.02_21.phy,G_l_512_n_50_0_0.02_21.tre,0.446957
G_l_512_n_50_0_0.02_25.phy,G_l_512_n_50_0_0.02_25.tre,0.458895
G_l_512_n_50_0_0.02_28.phy,G_l_512_n_50_0_0.02_28.tre,0.448153
G_l_512_n_50_0_0.02_32.phy,G_l_512_n_50_0_0.02_32.tre,0.448589
G_l_512_n_50_0_0.02_35.phy,G_l_512_n_50_0_0.02_35.tre,0.445585
G_l_512_n_50_0_0.02_36.phy,G_l_512_n_50_0_0.02_36.tre,0.580527
G_l_512_n_50_0_0.02_37.phy,G_l_512_n_50_0_0.02_37.tre,0.454288
G_l_512_n_50_0_0.02_46.phy,G_l_512_n_50_0_0.02_46.tre,0.450359
G_l_512_n_50_0_0.02_53.phy,G_l_512_n_50_0_0.02_53.tre,0.451023
G_l_512_n_50_0_0.02_57.phy,G_l_512_n_50_0_0.02_57.tre,0.452905
G_l_512_n_50_0_0.02_6.phy,G_l_512_n_50_0_0.02_6.tre,0.454140
G_l_512_n_50_0_0.02_65.phy,G_l_512_n_50_0_0.02_65.tre,0.449827
G_l_512_n_50_0_0.02_67.phy,G_l_512_n_50_0_0.02_67.tre,0.447701
G_l_512_n_50_0_0.02_7.phy,G_l_512_n_50_0_0.02_7.tre,0.443584
G_l_512_n_50_0_0.02_72.phy,G_l_512_n_50_0_0.02_72.tre,0.600300
G_l_512_n_50_0_0.02_73.phy,G_l_512_n_50_0_0.02_73.tre,0.451764
G_l_512_n_50_0_0.02_80.phy,G_l_512_n_50_0_0.02_80.tre,0.453510
G_l_512_n_50_0_0.02_85.phy,G_l_512_n_50_0_0.02_85.tre,0.451568
G_l_512_n_50_0_0.02_9.phy,G_l_512_n_50_0_0.02_9.tre,0.451588
G_l_512_n_50_0_0.02_95.phy,G_l_512_n_50_0_0.02_95.tre,0.449210
G_l_512_n_50_0_0.03_0.phy,G_l_512_n_50_0_0.03_0.tre,0.453293
G_l_512_n_50_0_0.03_107.phy,G_l_512_n_50_0_0.03_107.tre,0.454501
G_l_512_n_50_0_0.03_12.phy,G_l_512_n_50_0_0.03_12.tre,0.455743
G_l_512_n_50_0_0.03_122.phy,G_l_512_n_50_0_0.03_122.tre,0.454595
G_l_512_n_50_0_0.03_127.phy,G_l_512_n_50_0_0.03_127.tre,0.569746
G_l_512_n_50_0_0.03_14.phy,G_l_512_n_50_0_0.03_14.tre,0.453444
G_l_512_n_50_0_0.03_20.phy,G_l_512_n_50_0_0.03_20.tre,0.447172
G_l_512_n_50_0_0.03_22.phy,G_l_512_n_50_0_0.03_22.tre,0.456434
G_l_512_n_50_0_0.03_3.phy,G_l_512_n_50_0_0.03_3.tre,0.447459
G_l_512_n_50_0_0.03_31.phy,G_l_512_n_50_0_0.03_31.tre,0.444329
G_l_512_n_50_0_0.03_39.phy,G_l_512_n_50_0_0.03_39.tre,0.446395
G_l_512_n_50_0_0.03_4.phy,G_l_512_n_50_0_0.03_4.tre,0.450642
G_l_512_n_50_0_0.03_43.phy,G_l_512_n_50_0_0.03_43.tre,0.451996
G_l_512_n_50_0_0.03_47.phy,G_l_512_n_50_0_0.03_47.tre,0.566148
G_l_512_n_50_0_0.03_5.phy,G_l_512_n_50_0_0.03_5.tre,0.451691
G_l_512_n_50_0_0.03_52.phy,G_l_512_n_50_0_0.03_52.tre,0.447954
G_l_512_n_50_0_0.03_55.phy,G_l_512_n_50_0_0.03_55.tre,0.452121
G_l_512_n_50_0_0.03_69.phy,G_l_512_n_50_0_0.03_69.tre,0.452009
G_l_512_n_50_0_0.03_77.phy,G_l_512_n_50_0_0.03_77.tre,0.453169
G_l_512_n_50_0_0.03_81.phy,G_l_512_n_50_0_0.03_81.tre,0.454832
G_l_512_n_50_0_0.03_87.phy,G_l_512_n_50_0_0.03_87.tre,0.450694
G_l_512_n_50_0_0.03_99.phy,G_l_512_n_50_0_0.03_99.tre,0.446591
G_l_512_n_50_0_0.04_1.phy,G_l_512_n_50_0_0.04_1.tre,0.449723
G_l_512_n_50_0_0.04_100.phy,G_l_512_n_50_0_0.04_100.tre,0.572860
G_l_512_n_50_0_0.04_101.phy,G_l_512_n_50_0_0.04_101.tre,0.452333
G_l_512_n_50_0_0.04_104.phy,G_l_512_n_50_0_0.04_104.tre,0.454068
G_l_512_n_50_0_0.04_106.phy,G_l_512_n_50_0_0.04_106.tre,0.451806
G_l_512_n_50_0_0.04_108.phy,G_l_512_n_50_0_0.04_108.tre,0.448287
G_l_512_n_50_0_0.04_11.phy,G_l_512_n_50_0_0.04_11.tre,0.456097
G_l_512_n_50_0_0.04_111.phy,G_l_512_n_50_0_0.04_111.tre,0.448351
G_l_512_n_50_0_0.04_117.phy,G_l_512_n_50_0_0.04_117.tre,0.449178
G_l_512_n_50_0_0.04_119.phy,G_l_512_n_50_0_0.04_119.tre,0.456143
G_l_512_n_50_0_0.04_126.phy,G_l_512_n_50_0_0.04_126.tre,0.450772
G_l_512_n_50_0_0.04_13.phy,G_l_512_n_50_0_0.04_13.tre,0.453635
G_l_512_n_50_0_0.04_15.phy,G_l_512_n_50_0_0.04_15.tre,0.621186
G_l_512_n_50_0_0.04_16.phy,G_l_512_n_50_0_0.04_16.tre,0.451202
G_l_512_n_50_0_0.04_26.phy,G_l_512_n_50_0_0.04_26.tre,0.449253
G_l_512_n_50_0_0.04_30.phy,G_l_512_n_50_0_0.04_30.tre,0.447696
G_l_512_n_50_0_0.04_45.phy,G_l_512_n_50_0_0.04_45.tre,0.448272
G_l_512_n_50_0_0.04_51.phy,G_l_512_n_50_0_0.04_51.tre,0.448380
G_l_512_n_50_0_0.04_56.phy,G_l_512_n_50_0_0.04_56.tre,0.454591
G_l_512_n_50_0_0.04_58.phy,G_l_512_n_50_0_0.04_58.tre,0.449315
G_l_512_n_50_0_0.04_59.phy,G_l_512_n_50_0_0.04_59.tre,0.451167
G_l_512_n_50_0_0.04_61.phy,G_l_512_n_50_0_0.04_61.tre,0.579357
G_l_512_n_50_0_0.04_62.phy,G_l_512_n_50_0_0.04_62.tre,0.451478
G_l_512_n_50_0_0.04_79.phy,G_l_512_n_50_0_0.04_79.tre,0.455405
G_l_512_n_50_0_0.04_8.phy,G_l_512_n_50_0_0.04_8.tre,0.453080
G_l_512_n_50_0_0.04_89.phy,G_l_512_n_50_0_0.04_89.tre,0.451869
G_l_512_n_50_0_0.04_91.phy,G_l_512_n_50_0_0.04_91.tre,0.451304
G_l_512_n_50_0_0.04_93.phy,G_l_512_n_50_0_0.04_93.tre,0.450178
G_l_512_n_50_0_0.04_98.phy,G_l_512_n_50_0_0.04_98.tre,0.455221
G_l_512_n_50_0_0_115.phy,G_l_512_n_50_0_0_115.tre,0.442597
G_l_512_n_50_0_0_121.phy,G_l_512_n_50_0_0_121.tre,0.447702
G_l_512_n_50_0_0_17.phy,G_l_512_n_50_0_0_17.tre,0.590580
G_l_512_n_50_0_0_2.phy,G_l_512_n_50_0_0_2.tre,0.448909
G_l_512_n_50_0_0_23.phy,G_l_512_n_50_0_0_23.tre,0.454980
G_l_512_n_50_0_0_33.phy,G_l_512_n_50_0_0_33.tre,0.452497
G_l_512_n_50_0_0_34.phy,G_l_512_n_50_0_0_34.tre,0.452824
G_l_512_n_50_0_0_40.phy,G_l_512_n_50_0_0_40.tre,0.447788
G_l_512_n_50_0_0_41.phy,G_l_512_n_50_0_0_41.tre,0.449610
G_l_512_n_50_0_0_44.phy,G_l_512_n_50_0_0_44.tre,0.455601
G_l_512_n_50_0_0_49.phy,G_l_512_n_50_0_0_49.tre,0.450697
G_l_512_n_50_0_0_54.phy,G_l_512_n_50_0_0_54.tre,0.455973
G_l_512_n_50_0_0_64.phy,G_l_512_n_50_0_0_64.tre,0.603592
G_l_512_n_50_0_0_68.phy,G_l_512_n_50_0_0_68.tre,0.466440
G_l_512_n_50_0_0_70.phy,G_l_512_n_50_0_0_70.tre,0.460449
G_l_512_n_50_0_0_71.phy,G_l_512_n_50_0_0_71.tre,0.456422
G_l_512_n_50_0_0_75.phy,G_l_512_n_50_0_0_75.tre,0.455293
G_l_512_n_50_0_0_83.phy,G_l_512_n_50_0_0_83.tre,0.470730
G_l_512_n_50_0_0_88.phy,G_l_512_n_50_0_0_88.tre,0.452594
G_l_512_n_50_0_0_97.phy,G_l_512_n_50_0_0_97.tre,0.450860
instance,tree_file,inference_time_seconds
G_l_1024_n_50_0_0.01_0.phy,G_l_1024_n_50_0_0.01_0.tre,1.768873
G_l_1024_n_50_0_0.01_111.phy,G_l_1024_n_50_0_0.01_111.tre,0.609875
G_l_1024_n_50_0_0.01_113.phy,G_l_1024_n_50_0_0.01_113.tre,0.771758
G_l_1024_n_50_0_0.01_114.phy,G_l_1024_n_50_0_0.01_114.tre,0.599780
G_l_1024_n_50_0_0.01_119.phy,G_l_1024_n_50_0_0.01_119.tre,0.602025
G_l_1024_n_50_0_0.01_125.phy,G_l_1024_n_50_0_0.01_125.tre,0.609612
G_l_1024_n_50_0_0.01_127.phy,G_l_1024_n_50_0_0.01_127.tre,0.651507
G_l_1024_n_50_0_0.01_14.phy,G_l_1024_n_50_0_0.01_14.tre,0.647709
G_l_1024_n_50_0_0.01_17.phy,G_l_1024_n_50_0_0.01_17.tre,0.624238
G_l_1024_n_50_0_0.01_18.phy,G_l_1024_n_50_0_0.01_18.tre,0.610328
G_l_1024_n_50_0_0.01_19.phy,G_l_1024_n_50_0_0.01_19.tre,0.587774
G_l_1024_n_50_0_0.01_20.phy,G_l_1024_n_50_0_0.01_20.tre,0.794444
G_l_1024_n_50_0_0.01_32.phy,G_l_1024_n_50_0_0.01_32.tre,0.600297
G_l_1024_n_50_0_0.01_41.phy,G_l_1024_n_50_0_0.01_41.tre,0.608422
G_l_1024_n_50_0_0.01_47.phy,G_l_1024_n_50_0_0.01_47.tre,0.645243
G_l_1024_n_50_0_0.01_49.phy,G_l_1024_n_50_0_0.01_49.tre,0.649343
G_l_1024_n_50_0_0.01_57.phy,G_l_1024_n_50_0_0.01_57.tre,0.623822
G_l_1024_n_50_0_0.01_60.phy,G_l_1024_n_50_0_0.01_60.tre,0.605476
G_l_1024_n_50_0_0.01_63.phy,G_l_1024_n_50_0_0.01_63.tre,0.599383
G_l_1024_n_50_0_0.01_68.phy,G_l_1024_n_50_0_0.01_68.tre,0.625628
G_l_1024_n_50_0_0.01_69.phy,G_l_1024_n_50_0_0.01_69.tre,0.643151
G_l_1024_n_50_0_0.01_75.phy,G_l_1024_n_50_0_0.01_75.tre,0.813428
G_l_1024_n_50_0_0.01_78.phy,G_l_1024_n_50_0_0.01_78.tre,0.635244
G_l_1024_n_50_0_0.01_92.phy,G_l_1024_n_50_0_0.01_92.tre,0.646559
G_l_1024_n_50_0_0.01_97.phy,G_l_1024_n_50_0_0.01_97.tre,0.653987
G_l_1024_n_50_0_0.02_102.phy,G_l_1024_n_50_0_0.02_102.tre,0.648911
G_l_1024_n_50_0_0.02_105.phy,G_l_1024_n_50_0_0.02_105.tre,0.634658
G_l_1024_n_50_0_0.02_11.phy,G_l_1024_n_50_0_0.02_11.tre,0.619158
G_l_1024_n_50_0_0.02_112.phy,G_l_1024_n_50_0_0.02_112.tre,0.610281
G_l_1024_n_50_0_0.02_118.phy,G_l_1024_n_50_0_0.02_118.tre,0.594705
G_l_1024_n_50_0_0.02_120.phy,G_l_1024_n_50_0_0.02_120.tre,0.637644
G_l_1024_n_50_0_0.02_123.phy,G_l_1024_n_50_0_0.02_123.tre,0.802512
G_l_1024_n_50_0_0.02_126.phy,G_l_1024_n_50_0_0.02_126.tre,0.642498
G_l_1024_n_50_0_0.02_16.phy,G_l_1024_n_50_0_0.02_16.tre,0.646010
G_l_1024_n_50_0_0.02_21.phy,G_l_1024_n_50_0_0.02_21.tre,0.642512
G_l_1024_n_50_0_0.02_24.phy,G_l_1024_n_50_0_0.02_24.tre,0.626243
G_l_1024_n_50_0_0.02_26.phy,G_l_1024_n_50_0_0.02_26.tre,0.624732
G_l_1024_n_50_0_0.02_4.phy,G_l_1024_n_50_0_0.02_4.tre,0.605921
G_l_1024_n_50_0_0.02_42.phy,G_l_1024_n_50_0_0.02_42.tre,0.596998
G_l_1024_n_50_0_0.02_44.phy,G_l_1024_n_50_0_0.02_44.tre,0.598360
G_l_1024_n_50_0_0.02_5.phy,G_l_1024_n_50_0_0.02_5.tre,0.619798
G_l_1024_n_50_0_0.02_51.phy,G_l_1024_n_50_0_0.02_51.tre,0.743193
