instance,tree_file,inference_time_seconds
G_l_1024_n_50_0_0.02_71.phy,G_l_1024_n_50_0_0.02_71.tre,1.860092
G_l_1024_n_50_0_0.03_73.phy,G_l_1024_n_50_0_0.03_73.tre,0.629796
